id,user_id,page_id,time_stamp,action,object_clicked
6455,1,431,"2023-01-20 14:48:37",page-load,"skills quiz preview"
6458,1,435,"2023-01-20 14:48:43",page-load,"goal setting: preview"
7100,1,431,"2023-01-23 12:51:32",page-load,"skills quiz preview"
7101,1,230,"2023-01-23 12:56:32",click,"skills quiz hint"
7102,1,0,"2023-01-23 12:56:35","Skills Quiz-15 Step-1 Correct",Relevant
7103,1,0,"2023-01-23 12:56:37","Skills Quiz-15 Step-2 Correct","A - Z"
7104,1,230,"2023-01-23 12:56:45",click,"skills quiz hint"
7105,1,0,"2023-01-23 12:56:53","Skills Quiz-15 Step-3 Incorrect","Lawn Ideas"
7106,1,0,"2023-01-23 12:56:54","Skills Quiz-15 Step-3 Incorrect","Decor: Garden Gnome"
7107,1,0,"2023-01-23 12:56:56","Skills Quiz-15 Step-3 Incorrect",Close
7108,1,0,"2023-01-23 12:56:57","Skills Quiz-15 Step-3 Incorrect","Tree: AppleView"
7109,1,0,"2023-01-23 12:56:59","Skills Quiz-15 Step-3 Incorrect",Close
7110,1,0,"2023-01-23 12:57:11","Skills Quiz-15 Step-3 Incorrect","Lawn IdeasEdit"
7111,1,0,"2023-01-23 12:57:25","Skills Quiz-15 Step-1 Incorrect","Lawn IdeasEdit"
7112,1,0,"2023-01-23 12:57:27","Skills Quiz-15 Step-1 Correct",Relevant
7113,1,230,"2023-01-23 12:57:28",click,"skills quiz hint"
7114,1,0,"2023-01-23 12:57:30","Skills Quiz-15 Step-2 Correct","Alphabetical Order"
7115,1,230,"2023-01-23 12:57:35",click,"skills quiz hint"
7116,1,0,"2023-01-23 12:58:00","Skills Quiz 30 second Hint",30time
7117,1,0,"2023-01-23 13:02:49","Skills Quiz-13 Step-1 Incorrect",folder-list
7118,1,0,"2023-01-23 13:12:13","Skills Quiz-13 Step-1 Incorrect",folder-list
7119,1,0,"2023-01-23 13:12:45","Skills Quiz 30 second Hint",30time
7120,1,0,"2023-01-23 13:26:43","Skills Quiz-17 Step-1 Incorrect","Chocolate Chip CookiesViewPost Office TripView"
7121,1,0,"2023-01-23 13:26:45","Skills Quiz-17 Step-1 Correct",View
7122,1,0,"2023-01-23 13:26:52","Skills Quiz-17 Step-2 Correct",SAVE
7123,1,0,"2023-01-23 13:26:54","Skills Quiz-17 Step-3 Correct",Delete
7124,1,239,"2023-01-23 13:26:58",click,"skills quiz hint"
7125,1,0,"2023-01-23 13:27:00","Skills Quiz-17 Step-4 Correct",Confirm
7126,1,0,"2023-01-23 13:27:02","Skills Quiz-17 Step-5 Correct",Delete
7127,1,0,"2023-01-23 13:27:08","Skills Quiz-17 Step-6 Incorrect","Chocolate Chip CookiesView"
7128,1,239,"2023-01-23 13:27:14",click,"skills quiz hint"
7129,1,0,"2023-01-23 13:27:15","Skills Quiz 30 second Hint",30time
7130,1,0,"2023-01-23 13:27:16","Skills Quiz-17 Step-6 Incorrect","Close  Move Note"
7131,1,0,"2023-01-23 13:27:17","Skills Quiz-17 Step-6 Incorrect","Close  Move NoteEDIT"
7132,1,0,"2023-01-23 13:32:30","Skills Quiz-15 Step-1 Correct",Relevant
7133,1,0,"2023-01-23 13:32:32","Skills Quiz-15 Step-2 Correct","Alphabetical Order"
7134,1,0,"2023-01-23 13:32:40","Skills Quiz-15 Step-3 Correct",ErrandsEdit
7135,1,0,"2023-01-23 13:33:02","Skills Quiz 30 second Hint",30time
7136,1,0,"2023-01-23 13:34:13","Skills Quiz 30 second Hint",30time
7137,1,0,"2023-01-23 13:34:28","Skills Quiz-17 Step-1 Incorrect","Chocolate Chip Cookies"
7138,1,0,"2023-01-23 13:34:30","Skills Quiz-17 Step-1 Incorrect","Chocolate Chip CookiesViewPost Office TripView"
7139,1,0,"2023-01-23 13:39:17","Skills Quiz-17 Step-1 Incorrect","Chocolate Chip CookiesViewPost Office TripView"
7140,1,0,"2023-01-23 13:39:18","Skills Quiz-17 Step-1 Correct",View
7141,1,0,"2023-01-23 13:39:22","Skills Quiz-17 Step-2 Correct",SAVE
7142,1,0,"2023-01-23 13:39:23","Skills Quiz-17 Step-3 Correct",Delete
7143,1,0,"2023-01-23 13:39:25","Skills Quiz-17 Step-4 Correct",Confirm
7144,1,0,"2023-01-23 13:39:26","Skills Quiz-17 Step-5 Correct",Delete
7145,1,239,"2023-01-23 13:39:30",click,"skills quiz hint"
7146,1,0,"2023-01-23 13:39:32","Skills Quiz-17 Step-6 Correct",View
7147,1,239,"2023-01-23 13:39:34",click,"skills quiz hint"
7148,1,0,"2023-01-23 13:39:38","Skills Quiz-17 Step-7 Correct","Move Note"
7149,1,0,"2023-01-23 13:39:42","Skills Quiz-17 Step-8 Incorrect",CancelMove
7150,1,0,"2023-01-23 13:39:44","Skills Quiz-17 Step-8 Incorrect","Cookie Recipes"
7151,1,0,"2023-01-23 13:39:47","Skills Quiz-17 Step-8 Incorrect",Move
7152,1,0,"2023-01-23 13:39:47","Skills Quiz-17 Step-9 Correct",Move
0,0,0,"2023-01-23 13:39:47",module_end,none
