id,user_id,page_id,time_stamp,action,object_clicked
58079,334,204,"2023-05-30 18:07:15",page-load,video
58083,334,205,"2023-05-30 18:07:36",page-load,"web form: question"
58088,334,205,"2023-05-30 18:07:53",click,"correct-option: Add New Folder"
58089,334,205,"2023-05-30 18:07:54",click,"incorrect-option: Today"
58090,334,205,"2023-05-30 18:07:54",click,"incorrect-option: Edit"
58091,334,205,"2023-05-30 18:07:54",click,"incorrect-option: View"
58092,334,205,"2023-05-30 18:07:55",click,"correct-option: Add New Folder"
58093,334,205,"2023-05-30 18:07:55",click,hint
58094,334,205,"2023-05-30 18:07:55",click,next-page
58095,334,206,"2023-05-30 18:07:56",page-load,video
58096,334,207,"2023-05-30 18:08:13",page-load,"web form: question"
58097,334,207,"2023-05-30 18:08:14",click,"incorrect-option: Sorts your folders alphabetically."
58098,334,207,"2023-05-30 18:08:15",click,"correct-option: Sorts your folders by putting the most used folders at the top."
58099,334,207,"2023-05-30 18:08:16",click,hint
58100,334,207,"2023-05-30 18:08:17",click,next-page
58101,334,208,"2023-05-30 18:08:17",page-load,"web form: what would you like to do next"
58102,334,208,"2023-05-30 18:08:19",click,next-page
58103,334,209,"2023-05-30 18:08:19",page-load,"skills quiz preview"
58104,334,209,"2023-05-30 18:08:20",click,next-page
58107,334,0,"2023-05-30 18:08:27","Skills Quiz-11 Step-1 Correct","Add New Folder"
58111,334,0,"2023-05-30 18:08:44","Skills Quiz-11 Step-2 Correct",modal-folder-title
58126,334,0,"2023-05-30 18:09:09","Skills Quiz-11 Step-3 Incorrect",Title:
58129,334,0,"2023-05-30 18:09:12","Skills Quiz-11 Step-3 Correct",modal-folder-title
58130,334,0,"2023-05-30 18:09:27","Skills Quiz-11 Step-4 Correct",SAVE
58131,334,0,"2023-05-30 18:09:27","Skills Quiz-11 Step-5 Correct",Close
58132,334,0,"2023-05-30 18:09:32","Skills Quiz-11 Step-6 Correct",Edit
58133,334,0,"2023-05-30 18:09:39","Skills Quiz-11 Step-7 Correct",SAVE
58134,334,0,"2023-05-30 18:09:42","Skills Quiz-11 Step-8 Correct",modal-folder-title
58135,334,0,"2023-05-30 18:09:43","Skills Quiz-11 Step-9 Incorrect",Title:
58136,334,0,"2023-05-30 18:09:45","Skills Quiz-11 Step-9 Correct",modal-folder-title
58137,334,0,"2023-05-30 18:09:58","Skills Quiz-11 Step-10 Correct",SAVE
58138,334,0,"2023-05-30 18:09:59","Skills Quiz-11 Step-11 Correct",Close
0,0,0,"2023-05-30 18:09:59",module_end,none
